Node Index,Latitude,Longitude,Fraction Strike-Slip,Fraction Reverse,Fraction Normal
2341,35.2,-116.80000000000001,0.5,0.475891,0.024109
2342,35.2,-116.69999999999999,0.5,0.477047,0.022953
2343,35.2,-116.6,0.5,0.476798,0.023202
2344,35.2,-116.5,0.5,0.47585,0.02415
2345,35.2,-116.4,0.5,0.47477,0.02523
2346,35.2,-116.3,0.5,0.473958,0.026042
2347,35.2,-116.2,0.5,0.444587,0.055413
2348,35.2,-116.10000000000001,0.5,0.436695,0.063305
2349,35.2,-116.00000000000001,0.5,0.42591,0.07409
2350,35.2,-115.90000000000002,0.5,0.410732,0.089268
2351,35.2,-115.8,0.5,0.389099,0.110901
2352,35.2,-115.7,0.5,0.3585,0.1415
2353,35.2,-115.59999999999998,0.5,0.316628,0.183372
2354,35.2,-115.49999999999999,0.5,0.262944,0.237056
2355,35.2,-115.39999999999999,0.5,0.20092,0.29908
2356,35.2,-115.3,0.5,0.138798,0.361202
2357,35.2,-115.2,0.5,0.086065,0.413935
2358,35.2,-115.1,0.5,0.048272,0.451728
2359,35.2,-115.0,0.5,0.02483,0.47517
2360,35.2,-114.9,0.5,0.004748,0.495252
2361,35.2,-114.80000000000001,0.5,0.002138,0.497862
2362,35.2,-114.70000000000002,0.5,9.04E-4,0.499096
2363,35.2,-114.6,0.5,3.67E-4,0.499633
2364,35.2,-114.5,0.5,1.36E-4,0.499864
2365,35.2,-114.4,0.5,4.9E-5,0.499951
2366,35.2,-114.3,0.5,1.1E-5,0.499989
2367,35.2,-114.2,0.5,3.0E-6,0.499997
2368,35.2,-114.10000000000001,0.5,1.0E-6,0.499999
2369,35.2,-114.00000000000001,0.5,0.0,0.5
2370,35.2,-113.9,0.5,0.0,0.5
2371,35.2,-113.8,0.5,0.0,0.5
2372,35.2,-113.7,0.5,0.0,0.5
2373,35.3,-122.2,0.5,0.5,0.0
2374,35.3,-122.1,0.5,0.5,0.0
2375,35.3,-122.0,0.5,0.5,0.0
2376,35.3,-121.9,0.5,0.5,0.0
2377,35.3,-121.80000000000001,0.5,0.5,0.0
2378,35.3,-121.70000000000002,0.5,0.5,0.0
2379,35.3,-121.6,0.5,0.5,0.0
2380,35.3,-121.5,0.5,0.5,0.0
2381,35.3,-121.4,0.5,0.5,0.0
2382,35.3,-121.30000000000001,0.5,0.5,0.0
2383,35.3,-121.19999999999999,0.5,0.5,0.0
2384,35.3,-121.1,0.5,0.5,0.0
2385,35.3,-121.0,0.5,0.5,0.0
2386,35.3,-120.9,0.5,0.5,0.0
2387,35.3,-120.8,0.5,0.5,0.0
2388,35.3,-120.7,0.5,0.5,0.0
2389,35.3,-120.60000000000001,0.5,0.5,0.0
2390,35.3,-120.50000000000001,0.5,0.5,0.0
2391,35.3,-120.40000000000002,0.5,0.5,0.0
2392,35.3,-120.3,0.5,0.5,0.0
2393,35.3,-120.2,0.5,0.5,0.0
2394,35.3,-120.09999999999998,0.5,0.5,0.0
2395,35.3,-119.99999999999999,0.5,0.5,0.0
2396,35.3,-119.89999999999999,0.5,0.5,0.0
2397,35.3,-119.8,0.5,0.5,0.0
2398,35.3,-119.7,0.5,0.5,0.0
2399,35.3,-119.6,0.5,0.5,0.0
2400,35.3,-119.5,0.5,0.499994,6.0E-6
2401,35.3,-119.4,0.5,0.499983,1.7E-5
2402,35.3,-119.30000000000001,0.5,0.499955,4.5E-5
2403,35.3,-119.20000000000002,0.5,0.499894,1.06E-4
2404,35.3,-119.1,0.5,0.499761,2.39E-4
2405,35.3,-119.0,0.5,0.499473,5.27E-4
2406,35.3,-118.9,0.5,0.498878,0.001122
2407,35.3,-118.79999999999998,0.5,0.497697,0.002303
2408,35.3,-118.69999999999999,0.5,0.49547,0.00453
2409,35.3,-118.60000000000001,0.5,0.491513,0.008487
2410,35.3,-118.50000000000001,0.5,0.484965,0.015035
2411,35.3,-118.40000000000002,0.5,0.474984,0.025016
2412,35.3,-118.3,0.5,0.461129,0.038871
2413,35.3,-118.2,0.5,0.443778,0.056222
2414,35.3,-118.10000000000001,0.5,0.424281,0.075719
2415,35.3,-118.00000000000001,0.5,0.404717,0.095283
2416,35.3,-117.90000000000002,0.5,0.387328,0.112672
2417,35.3,-117.8,0.5,0.374028,0.125972
2418,35.3,-117.7,0.5,0.366153,0.133847
2419,35.3,-117.6,0.5,0.364413,0.135587
2420,35.3,-117.5,0.5,0.368893,0.131107
2421,35.3,-117.4,0.5,0.379005,0.120995
2422,35.3,-117.30000000000001,0.5,0.393381,0.106619
2423,35.3,-117.20000000000002,0.5,0.409913,0.090087
2424,35.3,-117.1,0.5,0.426087,0.073913
2425,35.3,-117.0,0.5,0.439644,0.060356
2426,35.3,-116.9,0.5,0.449195,0.050805
2427,35.3,-116.80000000000001,0.5,0.454461,0.045539
2428,35.3,-116.69999999999999,0.5,0.45604,0.04396
2429,35.3,-116.6,0.5,0.454976,0.045024
2430,35.3,-116.5,0.5,0.452397,0.047603
2431,35.3,-116.4,0.5,0.449296,0.050704
2432,35.3,-116.3,0.5,0.423673,0.076327
2433,35.3,-116.2,0.5,0.414244,0.085756
2434,35.3,-116.10000000000001,0.5,0.40246,0.09754
2435,35.3,-116.00000000000001,0.5,0.387114,0.112886
2436,35.3,-115.90000000000002,0.5,0.366409,0.133591
2437,35.3,-115.8,0.5,0.338098,0.161902
2438,35.3,-115.7,0.5,0.299995,0.200005
2439,35.3,-115.59999999999998,0.5,0.251325,0.248675
2440,35.3,-115.49999999999999,0.5,0.194633,0.305367
2441,35.3,-115.39999999999999,0.5,0.13675,0.36325
2442,35.3,-115.3,0.5,0.086426,0.413574
2443,35.3,-115.2,0.5,0.049317,0.450683
2444,35.3,-115.1,0.5,0.025819,0.474181
2445,35.3,-115.0,0.5,0.005434,0.494566
2446,35.3,-114.9,0.5,0.002518,0.497482
2447,35.3,-114.80000000000001,0.5,0.001112,0.498888
2448,35.3,-114.70000000000002,0.5,4.61E-4,0.499539
2449,35.3,-114.6,0.5,1.85E-4,0.499815
2450,35.3,-114.5,0.5,6.8E-5,0.499932
2451,35.3,-114.4,0.5,2.4E-5,0.499976
2452,35.3,-114.3,0.5,4.0E-6,0.499996
2453,35.3,-114.2,0.5,1.0E-6,0.499999
2454,35.3,-114.10000000000001,0.5,0.0,0.5
2455,35.3,-114.00000000000001,0.5,0.0,0.5
2456,35.3,-113.9,0.5,0.0,0.5
2457,35.3,-113.8,0.5,0.0,0.5
2458,35.4,-122.3,0.5,0.5,0.0
2459,35.4,-122.2,0.5,0.5,0.0
2460,35.4,-122.1,0.5,0.5,0.0
2461,35.4,-122.0,0.5,0.5,0.0
2462,35.4,-121.9,0.5,0.5,0.0
2463,35.4,-121.80000000000001,0.5,0.5,0.0
2464,35.4,-121.70000000000002,0.5,0.5,0.0
2465,35.4,-121.6,0.5,0.5,0.0
2466,35.4,-121.5,0.5,0.5,0.0
2467,35.4,-121.4,0.5,0.5,0.0
2468,35.4,-121.30000000000001,0.5,0.5,0.0
2469,35.4,-121.19999999999999,0.5,0.5,0.0
2470,35.4,-121.1,0.5,0.5,0.0
2471,35.4,-121.0,0.5,0.5,0.0
2472,35.4,-120.9,0.5,0.5,0.0
2473,35.4,-120.8,0.5,0.5,0.0
2474,35.4,-120.7,0.5,0.5,0.0
2475,35.4,-120.60000000000001,0.5,0.5,0.0
2476,35.4,-120.50000000000001,0.5,0.5,0.0
2477,35.4,-120.40000000000002,0.5,0.5,0.0
2478,35.4,-120.3,0.5,0.5,0.0
2479,35.4,-120.2,0.5,0.5,0.0
2480,35.4,-120.09999999999998,0.5,0.5,0.0
2481,35.4,-119.99999999999999,0.5,0.5,0.0
2482,35.4,-119.89999999999999,0.5,0.5,0.0
2483,35.4,-119.8,0.5,0.5,0.0
2484,35.4,-119.7,0.5,0.5,0.0
2485,35.4,-119.6,0.5,0.499999,1.0E-6
2486,35.4,-119.5,0.5,0.499989,1.1E-5
2487,35.4,-119.4,0.5,0.499969,3.1E-5
2488,35.4,-119.30000000000001,0.5,0.499918,8.2E-5
2489,35.4,-119.20000000000002,0.5,0.499808,1.92E-4
2490,35.4,-119.1,0.5,0.49957,4.3E-4
2491,35.4,-119.0,0.5,0.499069,9.31E-4
2492,35.4,-118.9,0.5,0.49806,0.00194
2493,35.4,-118.79999999999998,0.5,0.496125,0.003875
2494,35.4,-118.69999999999999,0.5,0.49261,0.00739
2495,35.4,-118.60000000000001,0.5,0.486627,0.013373
2496,35.4,-118.50000000000001,0.5,0.477178,0.022822
2497,35.4,-118.40000000000002,0.5,0.463476,0.036524
2498,35.4,-118.3,0.5,0.445387,0.054613
2499,35.4,-118.2,0.5,0.423767,0.076233
2500,35.4,-118.10000000000001,0.5,0.400378,0.099622
2501,35.4,-118.00000000000001,0.5,0.377442,0.122558
2502,35.4,-117.90000000000002,0.5,0.357063,0.142937
2503,35.4,-117.8,0.5,0.340893,0.159107
2504,35.4,-117.7,0.5,0.330068,0.169932
2505,35.4,-117.6,0.5,0.325274,0.174726
2506,35.4,-117.5,0.5,0.326824,0.173176
2507,35.4,-117.4,0.5,0.334604,0.165396
2508,35.4,-117.30000000000001,0.5,0.347877,0.152123
2509,35.4,-117.20000000000002,0.5,0.365051,0.134949
2510,35.4,-117.1,0.5,0.383622,0.116378
2511,35.4,-117.0,0.5,0.400616,0.099384
2512,35.4,-116.9,0.5,0.413441,0.086559
2513,35.4,-116.80000000000001,0.5,0.420717,0.079283
2514,35.4,-116.69999999999999,0.5,0.422494,0.077506
2515,35.4,-116.6,0.5,0.419866,0.080134
2516,35.4,-116.5,0.5,0.405055,0.094945
2517,35.4,-116.4,0.5,0.394643,0.105357
2518,35.4,-116.3,0.5,0.3822,0.1178
2519,35.4,-116.2,0.5,0.367621,0.132379
2520,35.4,-116.10000000000001,0.5,0.350284,0.149716
2521,35.4,-116.00000000000001,0.5,0.329,0.171
2522,35.4,-115.90000000000002,0.5,0.302043,0.197957
2523,35.4,-115.8,0.5,0.267615,0.232385
2524,35.4,-115.7,0.5,0.224816,0.275184
2525,35.4,-115.59999999999998,0.5,0.17534,0.32466
2526,35.4,-115.49999999999999,0.5,0.124467,0.375533
2527,35.4,-115.39999999999999,0.5,0.079502,0.420498
2528,35.4,-115.3,0.5,0.045824,0.454176
2529,35.4,-115.2,0.5,0.011104,0.488896
2530,35.4,-115.1,0.5,0.005577,0.494423
2531,35.4,-115.0,0.5,0.002648,0.497352
2532,35.4,-114.9,0.5,0.001196,0.498804
2533,35.4,-114.80000000000001,0.5,5.19E-4,0.499481
2534,35.4,-114.70000000000002,0.5,2.11E-4,0.499789
2535,35.4,-114.6,0.5,8.4E-5,0.499916
2536,35.4,-114.5,0.5,3.0E-5,0.49997
2537,35.4,-114.4,0.5,1.1E-5,0.499989
2538,35.4,-114.3,0.5,2.0E-6,0.499998
2539,35.4,-114.2,0.5,0.0,0.5
2540,35.4,-114.10000000000001,0.5,0.0,0.5
2541,35.4,-114.00000000000001,0.5,0.0,0.5
2542,35.4,-113.9,0.5,0.0,0.5
2543,35.5,-122.40000000000002,0.5,0.5,0.0
2544,35.5,-122.3,0.5,0.5,0.0
2545,35.5,-122.2,0.5,0.5,0.0
2546,35.5,-122.1,0.5,0.5,0.0
2547,35.5,-122.0,0.5,0.5,0.0
2548,35.5,-121.9,0.5,0.5,0.0
2549,35.5,-121.80000000000001,0.5,0.5,0.0
2550,35.5,-121.70000000000002,0.5,0.5,0.0
2551,35.5,-121.6,0.5,0.5,0.0
2552,35.5,-121.5,0.5,0.5,0.0
2553,35.5,-121.4,0.5,0.5,0.0
2554,35.5,-121.30000000000001,0.5,0.5,0.0
2555,35.5,-121.19999999999999,0.5,0.5,0.0
2556,35.5,-121.1,0.5,0.5,0.0
2557,35.5,-121.0,0.5,0.5,0.0
2558,35.5,-120.9,0.5,0.5,0.0
2559,35.5,-120.8,0.5,0.5,0.0
2560,35.5,-120.7,0.5,0.5,0.0
2561,35.5,-120.60000000000001,0.5,0.5,0.0
2562,35.5,-120.50000000000001,0.5,0.5,0.0
2563,35.5,-120.40000000000002,0.5,0.5,0.0
2564,35.5,-120.3,0.5,0.5,0.0
2565,35.5,-120.2,0.5,0.5,0.0
2566,35.5,-120.09999999999998,0.5,0.5,0.0
2567,35.5,-119.99999999999999,0.5,0.5,0.0
2568,35.5,-119.89999999999999,0.5,0.5,0.0
2569,35.5,-119.8,0.5,0.5,0.0
2570,35.5,-119.7,0.5,0.5,0.0
2571,35.5,-119.6,0.5,0.499999,1.0E-6
2572,35.5,-119.5,0.5,0.499982,1.8E-5
2573,35.5,-119.4,0.5,0.499945,5.5E-5
2574,35.5,-119.30000000000001,0.5,0.499856,1.44E-4
2575,35.5,-119.20000000000002,0.5,0.499665,3.35E-4
2576,35.5,-119.1,0.5,0.499257,7.43E-4
2577,35.5,-119.0,0.5,0.498424,0.001576
2578,35.5,-118.9,0.5,0.4968,0.0032
2579,35.5,-118.79999999999998,0.5,0.493799,0.006201
2580,35.5,-118.69999999999999,0.5,0.488577,0.011423
2581,35.5,-118.60000000000001,0.5,0.480094,0.019906
2582,35.5,-118.50000000000001,0.5,0.467352,0.032648
2583,35.5,-118.40000000000002,0.5,0.449802,0.050198
2584,35.5,-118.3,0.5,0.427757,0.072243
2585,35.5,-118.2,0.5,0.402531,0.097469
2586,35.5,-118.10000000000001,0.5,0.376115,0.123885
2587,35.5,-118.00000000000001,0.5,0.350642,0.149358
2588,35.5,-117.90000000000002,0.5,0.32792,0.17208
2589,35.5,-117.8,0.5,0.309267,0.190733
2590,35.5,-117.7,0.5,0.295571,0.204429
2591,35.5,-117.6,0.5,0.287425,0.212575
2592,35.5,-117.5,0.5,0.285218,0.214782
2593,35.5,-117.4,0.5,0.289139,0.210861
2594,35.5,-117.30000000000001,0.5,0.298992,0.201008
2595,35.5,-117.20000000000002,0.5,0.313884,0.186116
2596,35.5,-117.1,0.5,0.331865,0.168135
2597,35.5,-117.0,0.5,0.349915,0.150085
2598,35.5,-116.9,0.5,0.364577,0.135423
2599,35.5,-116.80000000000001,0.5,0.373151,0.126849
2600,35.5,-116.69999999999999,0.5,0.374642,0.125358
2601,35.5,-116.6,0.5,0.369792,0.130208
2602,35.5,-116.5,0.5,0.358888,0.141112
2603,35.5,-116.4,0.5,0.343367,0.156633
2604,35.5,-116.3,0.5,0.325145,0.174855
2605,35.5,-116.2,0.5,0.304454,0.195546
2606,35.5,-116.10000000000001,0.5,0.281019,0.218981
2607,35.5,-116.00000000000001,0.5,0.254121,0.245879
2608,35.5,-115.90000000000002,0.5,0.22277,0.27723
2609,35.5,-115.8,0.5,0.1864,0.3136
2610,35.5,-115.7,0.5,0.145872,0.354128
2611,35.5,-115.59999999999998,0.5,0.051333,0.448667
2612,35.5,-115.49999999999999,0.5,0.032092,0.467908
2613,35.5,-115.39999999999999,0.5,0.018667,0.481333
2614,35.5,-115.3,0.5,0.010153,0.489847
2615,35.5,-115.2,0.5,0.005186,0.494814
2616,35.5,-115.1,0.5,0.002513,0.497487
2617,35.5,-115.0,0.5,0.001156,0.498844
2618,35.5,-114.9,0.5,5.09E-4,0.499491
2619,35.5,-114.80000000000001,0.5,2.17E-4,0.499783
2620,35.5,-114.70000000000002,0.5,8.7E-5,0.499913
2621,35.5,-114.6,0.5,3.5E-5,0.499965
2622,35.5,-114.5,0.5,1.2E-5,0.499988
2623,35.5,-114.4,0.5,4.0E-6,0.499996
2624,35.5,-114.3,0.5,0.0,0.5
2625,35.5,-114.2,0.5,0.0,0.5
2626,35.5,-114.10000000000001,0.5,0.0,0.5
2627,35.5,-114.00000000000001,0.5,0.0,0.5
2628,35.5,-113.9,0.5,0.0,0.5
2629,35.6,-122.40000000000002,0.5,0.5,0.0
2630,35.6,-122.3,0.5,0.5,0.0
2631,35.6,-122.2,0.5,0.5,0.0
2632,35.6,-122.1,0.5,0.5,0.0
2633,35.6,-122.0,0.5,0.5,0.0
2634,35.6,-121.9,0.5,0.5,0.0
2635,35.6,-121.80000000000001,0.5,0.5,0.0
2636,35.6,-121.70000000000002,0.5,0.5,0.0
2637,35.6,-121.6,0.5,0.5,0.0
2638,35.6,-121.5,0.5,0.5,0.0
2639,35.6,-121.4,0.5,0.5,0.0
2640,35.6,-121.30000000000001,0.5,0.5,0.0
2641,35.6,-121.19999999999999,0.5,0.5,0.0
2642,35.6,-121.1,0.5,0.5,0.0
2643,35.6,-121.0,0.5,0.5,0.0
2644,35.6,-120.9,0.5,0.5,0.0
2645,35.6,-120.8,0.5,0.5,0.0
2646,35.6,-120.7,0.5,0.5,0.0
2647,35.6,-120.60000000000001,0.5,0.5,0.0
2648,35.6,-120.50000000000001,0.5,0.5,0.0
2649,35.6,-120.40000000000002,0.5,0.5,0.0
2650,35.6,-120.3,0.5,0.5,0.0
2651,35.6,-120.2,0.5,0.5,0.0
2652,35.6,-120.09999999999998,0.5,0.5,0.0
2653,35.6,-119.99999999999999,0.5,0.5,0.0
2654,35.6,-119.89999999999999,0.5,0.5,0.0
2655,35.6,-119.8,0.5,0.5,0.0
2656,35.6,-119.7,0.5,0.499999,1.0E-6
2657,35.6,-119.6,0.5,0.499997,3.0E-6
2658,35.6,-119.5,0.5,0.499971,2.9E-5
2659,35.6,-119.4,0.5,0.499909,9.1E-5
2660,35.6,-119.30000000000001,0.5,0.499756,2.44E-4
2661,35.6,-119.20000000000002,0.5,0.499434,5.66E-4
2662,35.6,-119.1,0.5,0.498761,0.001239
2663,35.6,-119.0,0.5,0.497428,0.002572
2664,35.6,-118.9,0.5,0.494928,0.005072
2665,35.6,-118.79999999999998,0.5,0.490502,0.009498
2666,35.6,-118.69999999999999,0.5,0.483151,0.016849
2667,35.6,-118.60000000000001,0.5,0.471792,0.028208
2668,35.6,-118.50000000000001,0.5,0.455599,0.044401
2669,35.6,-118.40000000000002,0.5,0.434419,0.065581
2670,35.6,-118.3,0.5,0.40905,0.09095
2671,35.6,-118.2,0.5,0.381133,0.118867
2672,35.6,-118.10000000000001,0.5,0.352671,0.147329
2673,35.6,-118.00000000000001,0.5,0.325541,0.174459
2674,35.6,-117.90000000000002,0.5,0.30118,0.19882
2675,35.6,-117.8,0.5,0.280574,0.219426
2676,35.6,-117.7,0.5,0.264373,0.235627
2677,35.6,-117.6,0.5,0.253034,0.246966
2678,35.6,-117.5,0.5,0.246916,0.253084
2679,35.6,-117.4,0.5,0.246304,0.253696
2680,35.6,-117.30000000000001,0.5,0.251303,0.248697
2681,35.6,-117.20000000000002,0.5,0.261565,0.238435
2682,35.6,-117.1,0.5,0.275858,0.224142
2683,35.6,-117.0,0.5,0.291711,0.208289
2684,35.6,-116.9,0.5,0.30556,0.19444
2685,35.6,-116.80000000000001,0.5,0.313809,0.186191
2686,35.6,-116.69999999999999,0.5,0.314304,0.185696
2687,35.6,-116.6,0.5,0.307091,0.192909
2688,35.6,-116.5,0.5,0.2939,0.2061
2689,35.6,-116.4,0.5,0.277052,0.222948
2690,35.6,-116.3,0.5,0.25688,0.24312
2691,35.6,-116.2,0.5,0.231408,0.268592
2692,35.6,-116.10000000000001,0.5,0.140519,0.359481
2693,35.6,-116.00000000000001,0.5,0.112195,0.387805
2694,35.6,-115.90000000000002,0.5,0.085467,0.414533
2695,35.6,-115.8,0.5,0.061623,0.438377
2696,35.6,-115.7,0.5,0.041746,0.458254
2697,35.6,-115.59999999999998,0.5,0.026441,0.473559
2698,35.6,-115.49999999999999,0.5,0.015626,0.484374
2699,35.6,-115.39999999999999,0.5,0.008621,0.491379
2700,35.6,-115.3,0.5,0.00447,0.49553
2701,35.6,-115.2,0.5,0.002187,0.497813
2702,35.6,-115.1,0.5,0.001022,0.498978
2703,35.6,-115.0,0.5,4.55E-4,0.499545
2704,35.6,-114.9,0.5,1.95E-4,0.499805
2705,35.6,-114.80000000000001,0.5,8.2E-5,0.499918
2706,35.6,-114.70000000000002,0.5,3.3E-5,0.499967
2707,35.6,-114.6,0.5,1.3E-5,0.499987
2708,35.6,-114.5,0.5,5.0E-6,0.499995
2709,35.6,-114.4,0.5,2.0E-6,0.499998
2710,35.6,-114.3,0.5,0.0,0.5
2711,35.6,-114.2,0.5,0.0,0.5
2712,35.6,-114.10000000000001,0.5,0.0,0.5
2713,35.6,-114.00000000000001,0.5,0.0,0.5
2714,35.7,-122.50000000000001,0.5,0.5,0.0
2715,35.7,-122.40000000000002,0.5,0.5,0.0
2716,35.7,-122.3,0.5,0.5,0.0
2717,35.7,-122.2,0.5,0.5,0.0
2718,35.7,-122.1,0.5,0.5,0.0
2719,35.7,-122.0,0.5,0.5,0.0
2720,35.7,-121.9,0.5,0.5,0.0
2721,35.7,-121.80000000000001,0.5,0.5,0.0
2722,35.7,-121.70000000000002,0.5,0.5,0.0
2723,35.7,-121.6,0.5,0.5,0.0
2724,35.7,-121.5,0.5,0.5,0.0
2725,35.7,-121.4,0.5,0.5,0.0
2726,35.7,-121.30000000000001,0.5,0.5,0.0
2727,35.7,-121.19999999999999,0.5,0.5,0.0
2728,35.7,-121.1,0.5,0.5,0.0
2729,35.7,-121.0,0.5,0.5,0.0
2730,35.7,-120.9,0.5,0.5,0.0
2731,35.7,-120.8,0.5,0.5,0.0
2732,35.7,-120.7,0.5,0.5,0.0
2733,35.7,-120.60000000000001,0.5,0.5,0.0
2734,35.7,-120.50000000000001,0.5,0.5,0.0
2735,35.7,-120.40000000000002,0.5,0.5,0.0
2736,35.7,-120.3,0.5,0.5,0.0
2737,35.7,-120.2,0.5,0.5,0.0
2738,35.7,-120.09999999999998,0.5,0.5,0.0
2739,35.7,-119.99999999999999,0.5,0.5,0.0
2740,35.7,-119.89999999999999,0.5,0.5,0.0
2741,35.7,-119.8,0.5,0.5,0.0
2742,35.7,-119.7,0.5,0.499999,1.0E-6
2743,35.7,-119.6,0.5,0.499993,7.0E-6
2744,35.7,-119.5,0.5,0.499954,4.6E-5
2745,35.7,-119.4,0.5,0.499852,1.48E-4
2746,35.7,-119.30000000000001,0.5,0.4996,4.0E-4
2747,35.7,-119.20000000000002,0.5,0.499068,9.32E-4
2748,35.7,-119.1,0.5,0.497988,0.002012
2749,35.7,-119.0,0.5,0.495926,0.004074
2750,35.7,-118.9,0.5,0.492225,0.007775
2751,35.7,-118.79999999999998,0.5,0.485974,0.014026
2752,35.7,-118.69999999999999,0.5,0.476103,0.023897
2753,35.7,-118.60000000000001,0.5,0.461636,0.038364
2754,35.7,-118.50000000000001,0.5,0.442081,0.057919
2755,35.7,-118.40000000000002,0.5,0.417768,0.082232
2756,35.7,-118.3,0.5,0.389908,0.110092
2757,35.7,-118.2,0.5,0.36028,0.13972
2758,35.7,-118.10000000000001,0.5,0.330714,0.169286
2759,35.7,-118.00000000000001,0.5,0.302739,0.197261
2760,35.7,-117.90000000000002,0.5,0.277426,0.222574
2761,35.7,-117.8,0.5,0.255466,0.244534
2762,35.7,-117.7,0.5,0.237304,0.262696
2763,35.7,-117.6,0.5,0.223259,0.276741
2764,35.7,-117.5,0.5,0.213602,0.286398
2765,35.7,-117.4,0.5,0.208586,0.291414
2766,35.7,-117.30000000000001,0.5,0.208389,0.291611
2767,35.7,-117.20000000000002,0.5,0.212933,0.287067
2768,35.7,-117.1,0.5,0.221527,0.278473
2769,35.7,-117.0,0.5,0.232429,0.267571
2770,35.7,-116.9,0.5,0.242634,0.257366
2771,35.7,-116.80000000000001,0.5,0.248492,0.251508
2772,35.7,-116.69999999999999,0.5,0.224356,0.275644
2773,35.7,-116.6,0.5,0.207872,0.292128
2774,35.7,-116.5,0.5,0.186882,0.313118
2775,35.7,-116.4,0.5,0.163039,0.336961
2776,35.7,-116.3,0.5,0.137892,0.362108
2777,35.7,-116.2,0.5,0.112778,0.387222
2778,35.7,-116.10000000000001,0.5,0.088836,0.411164
2779,35.7,-116.00000000000001,0.5,0.06706,0.43294
2780,35.7,-115.90000000000002,0.5,0.0482,0.4518
2781,35.7,-115.8,0.5,0.03278,0.46722
2782,35.7,-115.7,0.5,0.02096,0.47904
2783,35.7,-115.59999999999998,0.5,0.012549,0.487451
2784,35.7,-115.49999999999999,0.5,0.007023,0.492977
2785,35.7,-115.39999999999999,0.5,0.003676,0.496324
2786,35.7,-115.3,0.5,0.001816,0.498184
2787,35.7,-115.2,0.5,8.5E-4,0.49915
2788,35.7,-115.1,0.5,3.83E-4,0.499617
2789,35.7,-115.0,0.5,1.64E-4,0.499836
2790,35.7,-114.9,0.5,6.8E-5,0.499932
2791,35.7,-114.80000000000001,0.5,2.8E-5,0.499972
2792,35.7,-114.70000000000002,0.5,1.1E-5,0.499989
2793,35.7,-114.6,0.5,4.0E-6,0.499996
2794,35.7,-114.5,0.5,2.0E-6,0.499998
2795,35.7,-114.4,0.5,1.0E-6,0.499999
2796,35.7,-114.3,0.5,0.0,0.5
2797,35.7,-114.2,0.5,0.0,0.5
2798,35.7,-114.10000000000001,0.5,0.0,0.5
2799,35.8,-122.60000000000001,0.5,0.5,0.0
2800,35.8,-122.50000000000001,0.5,0.5,0.0
2801,35.8,-122.40000000000002,0.5,0.5,0.0
2802,35.8,-122.3,0.5,0.5,0.0
2803,35.8,-122.2,0.5,0.5,0.0
2804,35.8,-122.1,0.5,0.5,0.0
2805,35.8,-122.0,0.5,0.5,0.0
2806,35.8,-121.9,0.5,0.5,0.0
2807,35.8,-121.80000000000001,0.5,0.5,0.0
2808,35.8,-121.70000000000002,0.5,0.5,0.0
2809,35.8,-121.6,0.5,0.5,0.0
2810,35.8,-121.5,0.5,0.5,0.0
2811,35.8,-121.4,0.5,0.5,0.0
2812,35.8,-121.30000000000001,0.5,0.5,0.0
2813,35.8,-121.19999999999999,0.5,0.5,0.0
2814,35.8,-121.1,0.5,0.5,0.0
2815,35.8,-121.0,0.500002,0.499998,0.0
2816,35.8,-120.9,0.500113,0.499887,0.0
2817,35.8,-120.8,0.502919,0.497081,0.0
2818,35.8,-120.7,0.530704,0.469296,0.0
2819,35.8,-120.60000000000001,0.623202,0.376798,0.0
2820,35.8,-120.50000000000001,0.723149,0.276851,0.0
2821,35.8,-120.40000000000002,0.766559,0.233441,0.0
2822,35.8,-120.3,0.740163,0.259837,0.0
2823,35.8,-120.2,0.651573,0.348427,0.0
2824,35.8,-120.09999999999998,0.5,0.5,0.0
2825,35.8,-119.99999999999999,0.5,0.5,0.0
2826,35.8,-119.89999999999999,0.5,0.5,0.0
2827,35.8,-119.8,0.5,0.499999,1.0E-6
2828,35.8,-119.7,0.5,0.499997,3.0E-6
2829,35.8,-119.6,0.5,0.499986,1.4E-5
2830,35.8,-119.5,0.5,0.499929,7.1E-5
2831,35.8,-119.4,0.5,0.499766,2.34E-4
2832,35.8,-119.30000000000001,0.5,0.499356,6.44E-4
2833,35.8,-119.20000000000002,0.5,0.498494,0.001506
2834,35.8,-119.1,0.5,0.496795,0.003205
2835,35.8,-119.0,0.5,0.493688,0.006312
2836,35.8,-118.9,0.5,0.488376,0.011624
2837,35.8,-118.79999999999998,0.5,0.479864,0.020136
2838,35.8,-118.69999999999999,0.5,0.46713,0.03287
2839,35.8,-118.60000000000001,0.5,0.449467,0.050533
2840,35.8,-118.50000000000001,0.5,0.426841,0.073159
2841,35.8,-118.40000000000002,0.5,0.400056,0.099944
2842,35.8,-118.3,0.5,0.370589,0.129411
2843,35.8,-118.2,0.5,0.340167,0.159833
2844,35.8,-118.10000000000001,0.5,0.310327,0.189673
2845,35.8,-118.00000000000001,0.5,0.282222,0.217778
2846,35.8,-117.90000000000002,0.5,0.256592,0.243408
2847,35.8,-117.8,0.5,0.233886,0.266114
2848,35.8,-117.7,0.5,0.214384,0.285616
2849,35.8,-117.6,0.5,0.198289,0.301711
2850,35.8,-117.5,0.5,0.18577,0.31423
2851,35.8,-117.4,0.5,0.176995,0.323005
2852,35.8,-117.30000000000001,0.5,0.172093,0.327907
